"DIM2","County","DIM3","Sex","DIM4","Age group","TIME","Reference period","Value","Flag Codes","Flags"
"84","Viljandi county","K","Males and females","999","Age groups total","2003","2003",56980,,
"84","Viljandi county","K","Males and females","999","Age groups total","2004","2004",55930,,
"84","Viljandi county","K","Males and females","999","Age groups total","2005","2005",54880,,
"84","Viljandi county","K","Males and females","999","Age groups total","2006","2006",54000,,
"84","Viljandi county","K","Males and females","999","Age groups total","2007","2007",52880,,
"84","Viljandi county","K","Males and females","999","Age groups total","2008","2008",52090,,
"84","Viljandi county","K","Males and females","999","Age groups total","2009","2009",51180,,
"84","Viljandi county","K","Males and females","999","Age groups total","2010","2010",50360,,
"84","Viljandi county","K","Males and females","999","Age groups total","2011","2011",49510,,
"84","Viljandi county","K","Males and females","999","Age groups total","2012","2012",48604,,
"84","Viljandi county","K","Males and females","999","Age groups total","2013","2013",48127,,
"84","Viljandi county","K","Males and females","999","Age groups total","2014","2014",47476,,
"84","Viljandi county","K","Males and females","999","Age groups total","2015","2015",47010,,
"84","Viljandi county","K","Males and females","999","Age groups total","2016","2016",47853,,
"84","Viljandi county","K","Males and females","999","Age groups total","2017","2017",47288,,
"86","Võru county","K","Males and females","999","Age groups total","1990","1990",45289,,
"86","Võru county","K","Males and females","999","Age groups total","1991","1991",45329,,
"86","Võru county","K","Males and females","999","Age groups total","1992","1992",45069,,
"86","Võru county","K","Males and females","999","Age groups total","1993","1993",44643,,
"86","Võru county","K","Males and females","999","Age groups total","1994","1994",44019,,
"86","Võru county","K","Males and females","999","Age groups total","1995","1995",43119,,
"86","Võru county","K","Males and females","999","Age groups total","1996","1996",42320,,
"86","Võru county","K","Males and females","999","Age groups total","1997","1997",41683,,
"86","Võru county","K","Males and females","999","Age groups total","1998","1998",41065,,
"86","Võru county","K","Males and females","999","Age groups total","1999","1999",40421,,
"86","Võru county","K","Males and females","999","Age groups total","2000","2000",40250,,
"86","Võru county","K","Males and females","999","Age groups total","2001","2001",39890,,
"86","Võru county","K","Males and females","999","Age groups total","2002","2002",39480,,
"86","Võru county","K","Males and females","999","Age groups total","2003","2003",38800,,
"86","Võru county","K","Males and females","999","Age groups total","2004","2004",38300,,
"86","Võru county","K","Males and females","999","Age groups total","2005","2005",37510,,
"86","Võru county","K","Males and females","999","Age groups total","2006","2006",37100,,
"86","Võru county","K","Males and females","999","Age groups total","2007","2007",36600,,
"86","Võru county","K","Males and females","999","Age groups total","2008","2008",36040,,
"86","Võru county","K","Males and females","999","Age groups total","2009","2009",35640,,
"86","Võru county","K","Males and females","999","Age groups total","2010","2010",35060,,
"86","Võru county","K","Males and females","999","Age groups total","2011","2011",34560,,
"86","Võru county","K","Males and females","999","Age groups total","2012","2012",34178,,
"86","Võru county","K","Males and females","999","Age groups total","2013","2013",33826,,
"86","Võru county","K","Males and females","999","Age groups total","2014","2014",33426,,
"86","Võru county","K","Males and females","999","Age groups total","2015","2015",33172,,
"86","Võru county","K","Males and females","999","Age groups total","2016","2016",33973,,
"86","Võru county","K","Males and females","999","Age groups total","2017","2017",33505,,
"H","County unknown","K","Males and females","999","Age groups total","2016","2016",1574,,
"H","County unknown","K","Males and females","999","Age groups total","2017","2017",1172,,
